age,sex,race,marital_status,education,employment,income,books_read_count,read_print_raw,read_audio_raw,read_ebook_raw,last_book_source,read_news,read_magazines,read_print,read_audio,read_ebook,reader_segment,is_digital_adopter
55,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,No,No,No,Purchased the book,Yes,No,0,0,0,Non-reader,0
55,Female,White,Divorced,College graduate,Employed part-time,"$30,000 to under $40,000",5,Yes,No,Yes,Got the book some other way,No,No,1,0,1,Hybrid,1
54,Female,White,Never been married,College graduate,Employed full-time,Refused,5,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
54,Male,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
53,Female,White,Married,College graduate,Employed full-time,Refused,5,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1,Hybrid,1
53,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
52,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,"$100,000 to under $150,000",5,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0,Print-only,0
51,Female,White,Married,College graduate,Retired,"$100,000 to under $150,000",5,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
51,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",5,Yes,No,Yes,Purchased the book,No,No,1,0,1,Hybrid,1
50,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
50,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1,Hybrid,1
49,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
49,Male,White,Single,High school incomplete,Employed part-time,"9$100,000 to under $150,000",5,No,No,No,Got the book some other way,Yes,No,0,0,0,Non-reader,0
48,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
48,Female,White,Married,High school graduate,Employed part-time,Refused,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
48,Female,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
47,Male,White,Never been married,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
47,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
47,Male,White,Married,High school graduate,Have own business/self-employed,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
46,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes,1,0,1,Hybrid,1
46,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
46,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$40,000 to under $50,000",5,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1,Hybrid,1
45,Female,White,Don’t know,College graduate,Other,Refused,5,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
45,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
44,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
44,Female,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
44,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
44,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,5,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
43,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
43,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
42,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
42,Female,White,Married,College graduate,Have own business/self-employed,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
42,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
41,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",5,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1,Hybrid,1
41,Female,White,Separated,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",5,Yes,No,No,8,No,Yes,1,0,0,Print-only,0
41,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$75,000 to under $100,000",5,Yes,Yes,Yes,Purchased the book,No,Yes,1,1,1,Hybrid,1
40,Female,White,Married,College graduate,Not employed for pay,Refused,5,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
40,Female,White,Divorced,College graduate,Employed full-time,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
40,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,Refused,5,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
39,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,No,Yes,Borrowed the book from a library,Yes,No,1,0,1,Hybrid,1
39,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
38,Female,White,Married,High school graduate,Not employed for pay,Refused,5,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
38,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,"$100,000 to under $150,000",5,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
37,Male,White,Divorced,High school graduate,Retired,"$10,000 to under $20,000",5,No,Yes,Yes,Purchased the book,No,Yes,0,1,1,Digital/Audio-only,1
37,Male,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
37,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",5,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1,Hybrid,1
37,Male,White,Married,College graduate,Employed full-time,Refused,5,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
36,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",5,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
35,Female,White,Married,College graduate,Not employed for pay,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0,Print-only,0
35,Female,White,Never been married,College graduate,Employed full-time,"$75,000 to under $100,000",5,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
35,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
32,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
32,Female,White,Married,College graduate,Employed part-time,"$75,000 to under $100,000",5,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
32,Female,White,Married,College graduate,Not employed for pay,"$75,000 to under $100,000",5,No,No,Yes,Purchased the book,No,Yes,0,0,1,Digital/Audio-only,1
31,Female,White,Married,High school incomplete,Not employed for pay,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
31,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
31,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",5,No,No,Yes,Purchased the book,Yes,Yes,0,0,1,Digital/Audio-only,1
30,Female,White,Never been married,College graduate,Employed full-time,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
30,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",5,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes,1,1,0,Hybrid,1
29,Male,White,Single,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
29,Female,White,Never been married,College graduate,Employed part-time,"$10,000 to under $20,000",5,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
28,Male,White,Living with a partner,College graduate,Employed full-time,"$75,000 to under $100,000",5,Yes,Yes,No,Got the book some other way,No,No,1,1,0,Hybrid,1
27,Female,White,Never been married,College graduate,Not employed for pay,"$50,000 to under $75,000",5,Yes,No,Yes,Got the book some other way,No,Yes,1,0,1,Hybrid,1
27,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
27,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",5,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
25,Male,White,Never been married,College graduate,Not employed for pay,"$40,000 to under $50,000",5,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1,Hybrid,1
25,Female,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
25,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$30,000 to under $40,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
23,Female,White,Single,College graduate,Student,"Less than $10,000",5,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
22,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"Less than $10,000",5,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
21,Female,White,Living with a partner,High school graduate,Employed part-time,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
21,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$30,000 to under $40,000",5,No,No,Yes,Borrowed the book from a library,Yes,No,0,0,1,Digital/Audio-only,1
20,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",5,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
20,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
20,Male,White,Never been married,High school graduate,Not employed for pay,"$100,000 to under $150,000",5,No,No,Yes,Purchased the book,Yes,No,0,0,1,Digital/Audio-only,1
19,Female,White,Never been married,High school graduate,Not employed for pay,"Less than $10,000",5,No,No,No,Borrowed the book from a library,Yes,No,0,0,0,Non-reader,0
18,Female,White,Never been married,High school graduate,Student,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
18,Female,White,Never been married,High school graduate,Employed part-time,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
18,Female,White,Never been married,High school graduate,Employed part-time,"$30,000 to under $40,000",5,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
18,Male,White,Never been married,High school incomplete,Employed part-time,Refused,5,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
17,Male,White,Never been married,High school graduate,Not employed for pay,"$100,000 to under $150,000",5,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
17,Male,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",5,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
17,Female,White,Never been married,High school incomplete,Employed part-time,"$40,000 to under $50,000",5,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
16,Female,White,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",5,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
16,Female,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
21,Female,Refused,Don’t know,"Some college, no 4-year degree",Employed part-time,Refused,4,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
36,Male,Don’t know,Married,College graduate,Employed full-time,"$75,000 to under $100,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
60,Female,Other,Never been married,College graduate,Employed full-time,"$30,000 to under $40,000",4,Yes,No,No,Got the book some other way,Yes,No,1,0,0,Print-only,0
51,Female,Other,Married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",4,Don’t know,No,No,Purchased the book,Yes,Yes,0,0,0,Non-reader,0
51,Female,Other,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",4,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
31,Female,Other,Living with a partner,High school graduate,Not employed for pay,"9$100,000 to under $150,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
18,Male,Other,Never been married,High school incomplete,Employed part-time,"$30,000 to under $40,000",4,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
16,Female,Other,Never been married,High school incomplete,Student,"9$100,000 to under $150,000",4,Don’t know,Yes,Yes,Borrowed the book from a friend or family member,No,Yes,0,1,1,Digital/Audio-only,1
69,Male,Native American/American Indian,Married,"Some college, no 4-year degree",Retired,"$100,000 to under $150,000",4,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
66,Female,Mixed race,Never been married,High school incomplete,Employed full-time,"9$100,000 to under $150,000",4,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes,1,1,1,Hybrid,1
27,Female,Mixed race,Married,Not specified,Not employed for pay,"Less than $10,000",4,No,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes,0,1,1,Digital/Audio-only,1
